corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
No,2014-05-02 00:00:00,2014-06-13 00:00:00,2014-02-14 00:00:00,294002,978061502,Medium,Reports,749.2447(23)(C) - Foster Home Screening-Agency must request and assess any record of deficiencies and their resolutions from CPA that previously studied the home,False
No,2014-05-02 00:00:00,2014-05-08 00:00:00,2014-02-14 00:00:00,294002,978061504,High,Reports,"745.615(a)(7) - Required background checks-Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care",False
No,2014-02-12 00:00:00,2014-03-14 00:00:00,2014-01-22 00:00:00,294002,977846286,High,Monitoring Inspections,749.2904(a) - Fire Inspection-FFH serving PMN children or FGH must have fire inspection by certified inspector,False
No,2014-04-03 00:00:00,2014-07-30 00:00:00,2013-12-18 00:00:00,294002,978061495,High,Self Reported Incidents,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2013-08-28 00:00:00,2013-09-09 00:00:00,2013-07-23 00:00:00,294002,978061459,Medium High,Reports,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,False
No,2013-08-28 00:00:00,2013-09-09 00:00:00,2013-07-23 00:00:00,294002,978061458,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2013-07-03 00:00:00,2013-07-10 00:00:00,2013-07-03 00:00:00,294002,978125009,High,Assessments,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",False
No,2013-07-03 00:00:00,2013-07-10 00:00:00,2013-07-03 00:00:00,294002,978125008,High,Assessments,745.615(b)(1)(C) - Required FBI background check - Adults 18 years or older living in the home of a foster or adoptive parent applicant,False
No,2013-06-27 00:00:00,2013-07-23 00:00:00,2013-03-21 00:00:00,294002,978061450,Medium High,Reports,749.2593(c)(6) - Supervision-Caregivers counted in child/caregiver ratio must implement and follow the children's service plans,False
No,2013-06-27 00:00:00,2013-07-23 00:00:00,2013-03-21 00:00:00,294002,978061448,High,Reports,"749.2593(a)(3) - Supervision-The caregiver is responsible for ensuring each child's safety and well being, including auditory and/or visual awareness of the child",False
No,2014-07-25 00:00:00,2014-11-21 00:00:00,2014-07-14 00:00:00,279146,977834572,Medium High,Monitoring Inspections,"749.2917 - Animals-animals at the home must be kept free of disease; must be vaccinated and treated by a licensed veterinarian, must not be a health risk",False
No,2014-08-05 00:00:00,2014-08-28 00:00:00,2014-06-14 00:00:00,279146,978085854,Medium High,Self Reported Incidents,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",False
No,2014-08-05 00:00:00,2014-08-28 00:00:00,2014-06-14 00:00:00,279146,978085848,Medium High,Self Reported Incidents,"749.1957(4) - Other Prohibited Discipline-Using sarcastic or cruel humor, & verbal abuse",False
No,2014-08-05 00:00:00,2014-08-27 00:00:00,2014-06-14 00:00:00,279146,978085856,Medium,Self Reported Incidents,749.1003(b)(5)(G) - Children's rights-Adhere to the child's rights to be free from being threatened with the loss of placement or shelter as punishment,False
No,2013-08-23 00:00:00,2013-08-21 00:00:00,2013-08-09 00:00:00,279146,977963758,Medium,Monitoring Inspections,"749.511(9) - Serious Incident Documentation-Includes treating licensed health-care professional's name, findings, and treatment, if any",True
No,2013-08-23 00:00:00,2013-08-21 00:00:00,2013-08-09 00:00:00,279146,977893065,Medium,Monitoring Inspections,749.511(4) - Serious Incident Documentation-Includes names of all adults involved and their role in relation to the child(ren),True
No,2014-12-30 00:00:00,2014-12-30 00:00:00,2014-12-23 00:00:00,270422,977948938,High,Monitoring Inspections,"749.1957(1) - Other Prohibited Discipline-Any harsh, cruel, unusual, unnecessary, demeaning, or humiliating discipline or punishment",True
No,2014-11-03 00:00:00,2014-11-04 00:00:00,2014-10-20 00:00:00,270422,977805644,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,False
No,2014-07-14 00:00:00,2014-07-14 00:00:00,2014-05-30 00:00:00,270422,978073777,High,Self Reported Incidents,"749.1957(6) - Other Prohibited Discipline-Pinching, pulling hair, biting, or shaking a child",True
No,2014-06-11 00:00:00,2014-06-18 00:00:00,2014-04-26 00:00:00,270422,978073776,High,Self Reported Incidents,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2013-08-09 00:00:00,2013-08-08 00:00:00,2013-08-07 00:00:00,270422,978125406,Medium,Assessments,"749.2631(a) - Respite-Except during an investigation, a child may be in respite child-care services for 14 consecutive days or 40 days each year",True
No,2013-07-17 00:00:00,2013-09-03 00:00:00,2013-06-13 00:00:00,270422,978073765,High,Self Reported Incidents,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2013-07-17 00:00:00,2013-08-02 00:00:00,2013-06-10 00:00:00,270422,978073762,Medium,Reports,749.1951(b)(5) - Disciplinary Measures-Must be appropriate to the incident & severity of the behavior demonstrated,False
No,2013-05-27 00:00:00,2013-06-21 00:00:00,2013-04-22 00:00:00,270422,978073756,Medium High,Reports,749.503(a)(4)(A) - Serious Incident-Report to Licensing no later than 24 hours after an incident of physical abuse of a child against another child ,False
No,2013-05-27 00:00:00,2013-06-21 00:00:00,2013-04-22 00:00:00,270422,978073755,High,Reports,749.2593(a)(4) - Supervision-The caregiver is responsible for being able to intervene when necessary to ensure each child's safety,False
Yes,2013-03-05 00:00:00,,2013-03-05 00:00:00,270422,977746564,High,Monitoring Inspections,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2014-07-21 00:00:00,,2014-05-25 00:00:00,240389,978052215,Medium High,Reports,"749.503(a)(3)(A) - Serious Incident-Report to Licensing as soon as aware of allegations or indications of abuse, neglect, or exploitation of a child",True
No,2014-05-30 00:00:00,2014-07-18 00:00:00,2014-04-14 00:00:00,240389,978052200,Medium High,Reports,749.3031(a) - Beds and bedding-each child shall have his own bed and mattress,False
No,2014-06-10 00:00:00,2014-07-18 00:00:00,2014-04-11 00:00:00,240389,978052195,Medium High,Reports,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,False
No,2014-02-07 00:00:00,2014-02-20 00:00:00,2014-01-29 00:00:00,240389,977934170,High,Monitoring Inspections,749.1463(b)(5) - Administration of Medication-Ensure the child has taken the medication as prescribed,False
No,2014-01-29 00:00:00,2014-01-29 00:00:00,2013-12-10 00:00:00,240389,978052184,Medium High,Reports,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",True
No,2014-01-29 00:00:00,2014-01-29 00:00:00,2013-12-10 00:00:00,240389,978052183,High,Reports,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2014-01-29 00:00:00,2014-01-29 00:00:00,2013-12-10 00:00:00,240389,978052188,High,Reports,749.3133(e) - Swimming Pools-doors that lead from home to pool must have a lock that only adults or children over 10 can reach,True
No,2013-12-06 00:00:00,2013-12-05 00:00:00,2013-11-21 00:00:00,240389,977931624,Medium,Monitoring Inspections,749.2449(a)(6) - Interview For Foster Home Screening-Must include one interview by phone/in person or letter with child 12 yrs and older or adult children not in home,True
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052165,Medium Low,Reports,"749.1323 - Implementation of Service Plan-Implement a plan as soon as all team members have reviewed and signed it, but no later than 10 days after meeting",False
No,2013-12-16 00:00:00,2014-01-30 00:00:00,2013-11-07 00:00:00,240389,978052173,Medium High,Reports,749.503(a)(5)(A) - Serious Incident-Report to Licensing no later than 24 hours after an incident of sexual abuse of a child against another child,False
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052168,Medium High,Reports,749.1521(9) - Medication Destruction-Remove medication of discharged/deceased child immediately & store it in separate locked area until destroyed,False
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052164,Medium High,Reports,749.3035(d) - Bathrooms-must allow for privacy,False
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052171,Medium,Reports,"749.1003(b)(12) - Children's rights-Adhere to child's right to adequate personal clothing selected by him/her, suitable to age/size and comparable with peers",False
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052179,High,Reports,749.1463(b)(5) - Administration of Medication-Ensure the child has taken the medication as prescribed,False
No,2013-12-16 00:00:00,2014-01-30 00:00:00,2013-11-07 00:00:00,240389,978052172,High,Reports,"749.1003(b)(8) - Children's rights-Adhere to the child's right to have a humane environment, including any treatment environment, which provides protection from harm",False
No,2013-12-16 00:00:00,2014-01-29 00:00:00,2013-11-07 00:00:00,240389,978052166,High,Reports,745.626(a) - Background check results - Must receive DPS and Central Registry prior to allowing unsupervised contact or direct access to children in care ,False
No,2013-08-26 00:00:00,2013-08-21 00:00:00,2013-08-19 00:00:00,240389,977997909,Medium Low,Monitoring Inspections,749.1331(1) - Service Plan Review and Update-Review and update the plan for children receiving child-care services at least 180 days from the date of last plan,True
No,2013-08-26 00:00:00,2013-08-21 00:00:00,2013-08-19 00:00:00,240389,977891932,Medium High,Monitoring Inspections,749.1291(b)(2) - Contact between child placement staff and children-Provides an opportunity to meet in private,True
No,2013-09-06 00:00:00,2013-10-23 00:00:00,2013-07-26 00:00:00,240389,978052148,Medium High,Reports,749.1401(a)(3) - General medical requirements-A child in care must receive medical care as needed for ongoing maintenance of medical health,False
No,2013-11-05 00:00:00,2014-07-14 00:00:00,2013-07-24 00:00:00,240389,978052145,Medium High,Reports,749.1803(c) - Infant requirements-An infant's caregiver must ensure that the environment is safe,False
No,2013-11-05 00:00:00,2014-07-14 00:00:00,2013-07-24 00:00:00,240389,978052147,High,Reports,749.1815(a) - Infant requirements-Infants not able to turn on their own must be placed in a face-up sleeping position unless health professional orders otherwise,False
No,2013-11-05 00:00:00,2014-07-14 00:00:00,2013-07-24 00:00:00,240389,978052144,High,Reports,749.1813(c) - Infant requirements-A foster home may not use soft bedding in a crib for an infant six months old or younger,False
No,2013-07-19 00:00:00,2013-07-26 00:00:00,2013-06-28 00:00:00,240389,978124872,High,Assessments,"745.703 - Person may be present if background check has been requested, and the results do not preclude presence or there is an approved Risk Eval",False
No,2013-06-08 00:00:00,2013-06-13 00:00:00,2013-06-08 00:00:00,240389,977996160,Medium High,Monitoring Inspections,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",False
No,2013-06-08 00:00:00,2013-06-13 00:00:00,2013-06-08 00:00:00,240389,977890163,Medium High,Monitoring Inspections,"749.1541(b)(5) - Medication Record-Must include date (day, month, year) & time each medication was administered",False
Yes,2013-06-08 00:00:00,,2013-06-08 00:00:00,240389,977749381,Medium High,Monitoring Inspections,"749.1521(3) - Medication Storage-Ensure storage area has a separate container in which ""for external use only"" medications are stored separately from other meds",True
Yes,2013-06-08 00:00:00,,2013-06-08 00:00:00,240389,977820106,High,Monitoring Inspections,749.1521(1) - Medication Storage-Store medication in a locked container,True
No,2013-06-11 00:00:00,2013-06-13 00:00:00,2013-06-08 00:00:00,240389,977820105,High,Monitoring Inspections,"749.1401(a)(2) - General medical requirements-A child in care must receive medical care as needed for injury, illness, and pain",False
No,2013-06-07 00:00:00,2013-06-10 00:00:00,2013-06-07 00:00:00,240389,977783409,Medium High,Monitoring Inspections,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",False
No,2013-07-09 00:00:00,2013-07-03 00:00:00,2013-06-06 00:00:00,240389,978052136,Medium,Reports,"749.1335(5) - Service Plan Review and Update-To review and update a service plan, evaluate possible effectiveness and side effects of psychotropic meds",True
