administrator_director_name,adverse_action,conditions_on_permit,corrective_action,county,days_of_operation,email_address,facility_id,hours_of_operation,issuance_date,licensed_to_serve_ages,location_address,mailing_address,n_assessments,n_defic_high,n_defic_low,n_defic_medium,n_defic_medium_high,n_defic_medium_low,n_inspections,n_reports,n_self_reported_incidents,n_standards,open_branch_offices,open_foster_homes,operation_caregiver_name,operation_number,operation_type,other_schedule_information,phone_number,programmatic_services,temporarily_closed,treatment_services,type_of_issuance,website_address
Darcie Caroline DeShazo,No,Yes,No,TRAVIS,Monday - Friday,,140682,06:00 AM-06:00 PM,12/6/1995,-,"1600 PAYTON GIN RD AUSTIN, TX 78758","1600 PAYTON GIN RD AUSTIN, TX 78758",1,1,0,1,0,0,12,3,1,3149,0,13,Settlement Club Home CPA,514774-198,Child Placing Agency-Adoption Services,,512-832-1252,"Child Care,Transitional Living,Respite Child Care",No,Emotional Disorders,Full Permit,
Glenn Newberry,No,No,No,ERATH,Monday - Friday,,94672,06:00 AM-06:00 PM,7/10/1986,-,"1779 N GRAHAM ST STEPHENVILLE, TX 76401","PO BOX 978 STEPHENVILLE, TX 76401",0,0,0,0,0,0,2,0,0,4615,0,0,Sherwood-Myrtie Foster Home FO,38215-498,Child Placing Agency-Adoption Services,,254-968-2143,Child Care,No,Emotional Disorders,Full Permit,fostershome.org
James Parnell,No,No,No,LUBBOCK,Monday - Friday,smithlawnhome@att.net,94342,09:00 AM-05:00 PM,11/20/1985,-,"711 76TH ST LUBBOCK, TX 79404","PO BOX 6451 LUBBOCK, TX 79493",0,0,0,0,0,0,3,0,0,4154,0,0,Smithlawn Maternity Home,22853-175,Child Placing Agency-Adoption Services,,806-745-2574,Child Care,No,,Full Permit,
I. Cox,No,No,No,BELL,,bhillsbbf@southbaybrightfuture.com,296889,-,8/31/2007,-,"511 LAKE RD STE 103 BELTON, TX 76513","703 N MAIN ST BELTON, TX 76513",0,15,1,8,18,2,51,25,5,3353,0,23,"South Bay Bright Future,Inc.",861413-3690,Child Placing Agency,,254-933-8162,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.southbaybrightfuture.com
Rachelle Webster,No,-,No,NUECES,,,229288,,-,-,"500 N WATER ST STE 604 CORPUS CHRISTI, TX 78401","500 N WATER ST STE 604 CORPUS CHRISTI, TX 78401",0,0,0,2,0,0,2,0,0,2283,-,0,Spaulding For Children,850266-332-1,Child Placing Agency  (Branch),,361-850-8200,,No,,,
Rachelle Webster,No,No,No,HARRIS,Monday - Friday,,274506,09:00 AM-05:00 PM,6/23/2005,-,"8582 KATY FWY STE 100 HOUSTON, TX 77024","8582 KATY FWY STE 100 HOUSTON, TX 77024",1,4,0,0,1,0,20,10,6,2124,1,32,Spaulding For Children,850266-332,Child Placing Agency-Adoption Services,,713-681-6900,"Child Care,Respite Child Care",No,,Full Permit,
Cynthia Gilliland,No,No,No,POTTER,Monday - Friday,cindy@specialdeliveryadoptions.org,354175,09:00 AM-05:00 PM,4/30/2008,-,"1601 S MONROE ST AMARILLO, TX 79102","1601 S MONROE ST AMARILLO, TX 79102",0,0,0,0,1,1,3,0,0,3734,0,1,Special Delivery Infant Adoption Agency,895090-3630,Child Placing Agency-Adoption Services,,806-367-6755,Child Care,No,,Full Permit,
Glenn Scruggs,No,Yes,No,TARRANT,Monday - Friday,higginbottomd@safy.org,134367,08:30 AM-05:00 PM,5/1/2000,-,"1200 E COPELAND RD STE 550 ARLINGTON, TX 76011","1200 E COPELAND RD STE 550 ARLINGTON, TX 76011",2,13,2,7,12,5,56,38,2,5593,0,87,Specialized Alternatives for Families,505936-119,Child Placing Agency-Adoption Services,,817-640-4650,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,www.safy.org
Sharron Loyd,No,No,No,BEXAR,,,262885,-,2/9/2006,-,"919 MISSION RD SAN ANTONIO, TX 78210","1707 CENTENNIAL BLVD SAN ANTONIO, TX 78211",0,2,0,0,0,0,3,1,1,1569,0,15,St Peter - St Joseph Childrens Home,844893-2469,Child Placing Agency-Adoption Services,,210-533-1203,Child Care,No,,Full Permit,
Tara Lee Roussett,No,No,No,COMAL,Monday - Friday,troussett@stjudesranch.org,811169,08:30 AM-05:00 PM,3/2/2012,-,"1400 RIDGE CREEK LN BULVERDE, TX 78163","1400 RIDGE CREEK LN BULVERDE, TX 78163",0,1,0,0,0,0,7,3,1,2413,0,10,"St. Jude's Ranch for Children - Texas Region, Inc.",1269866-7231,Child Placing Agency-Adoption Services,,830-885-7494,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.stjudesranch.org
Richard Wayne Singleton,No,No,No,WILLIAMSON,Monday - Friday,richard.singleton@starryonline.org,243249,08:00 AM-05:00 AM,3/16/2005,-,"1300 N MAYS ST ROUND ROCK, TX 78664","1300 N MAYS ST ROUND ROCK, TX 78664",0,2,0,0,2,1,19,6,4,3859,0,61,"Starry, Inc.",835949-1827,Child Placing Agency-Adoption Services,Staff generally wrap up and leave early on Fridays by 11:30 or noon.,512-246-4288,"Child Care,Respite Child Care",No,,Full Permit,www.starryonline.org
Sean L. Williams,No,No,No,TARRANT,"Tues, Thurs",,1165670,11:00 AM-02:00 PM,10/29/2014,-,"1060 W PIPELINE RD STE 100 HURST, TX 76053","1060 W PIPELINE RD STE 100 HURST, TX 76053",0,1,0,4,3,0,6,1,0,3092,0,4,Strawberry Creek Services,1555534-10191,Child Placing Agency,,817-616-3537,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Initial,www.strawberrycreekservices.com
Teresa Ramirez,No,No,No,HARRIS,Monday - Sunday,,143982,06:00 AM-06:00 PM,6/30/1997,-,"5300 SUNRISE RD HOUSTON, TX 77021","5300 SUNRISE RD HOUSTON, TX 77021",0,6,1,2,3,0,28,14,3,949,0,17,Tejano Center for Community Concerns,519246-141,Child Placing Agency,,713-644-2441,Child Care,No,,Full Permit,www.tejanocenter.org
Jami L. Hogan,No,-,No,TARRANT,,lallen@tbhc.org,567531,,-,-,"3901 AIRPORT FWY STE 200 BEDFORD, TX 76021","3901 AIRPORT FWY STE 200 BEDFORD, TX 76021",1,7,0,2,4,0,27,18,2,2395,-,30,Texas Baptist Home for Children,197760-244-2,Child Placing Agency  (Branch),,817-355-1700,,No,,,www.tbhc.org
Jami L. Hogan,No,No,No,ELLIS,Monday - Friday,lallen@tbhc.org,100268,08:00 AM-04:30 PM,3/23/1987,-,"629 FARLEY ST WAXAHACHIE, TX 75165","PO BOX 309 WAXAHACHIE, TX 75168",0,8,0,2,3,0,37,19,5,3685,1,28,Texas Baptist Home For Children,197760-244,Child Placing Agency-Adoption Services,,972-937-1321,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Vickie Russell,No,No,No,LUBBOCK,Monday - Sunday,,1130475,06:00 AM-06:00 AM,12/3/2014,-,"4810 N COUNTY ROAD 2800 LUBBOCK, TX 79403","PO BOX 5665 LUBBOCK, TX 79408",0,0,0,2,0,0,7,0,0,5924,0,4,Texas Boys Ranch - CPA,1529542-9271,Child Placing Agency-Adoption Services,,806-747-3187,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,www.texasboysranch.org
Camille Gilliam,No,No,No,LUBBOCK,Monday - Friday,camille.gilliam@dfps.state.tx.us,95728,06:00 AM-06:00 PM,9/6/1988,-,"1103 MARTIN LUTHER KING BLVD LUBBOCK, TX 79403","1103 MARTIN LUTHER KING BLVD LUBBOCK, TX 79403",1,19,1,4,16,3,76,30,27,22679,0,0,TEXAS DEPT OF FPS REG 01,66549-201,Child Placing Agency-Adoption Services,,806-762-2680,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,
Sherrel Mathews,No,No,No,TAYLOR,Monday - Friday,sherrel.mathews@dfps.state.tx.us,95705,06:00 AM-06:00 PM,5/21/1986,-,"3610 VINE ST ABILENE, TX 79602","2400 CROCKETT DR BROWNWOOD, TX 76801",1,11,0,8,16,8,29,11,0,27382,0,0,TEXAS DEPT OF FPS REG 02,66367-204,Child Placing Agency-Adoption Services,,915-691-8218,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection/se
Lisa Black,No,No,No,TARRANT,Monday - Friday,DFPSRegion03ChildPlacingAgency@dfps.state.tx,95711,08:00 AM-05:00 PM,10/21/1988,-,"1200 E COPELAND RD ARLINGTON, TX 76011","1200 E COPELAND RD ARLINGTON, TX 76011",1,35,1,19,34,17,106,65,1,51198,0,0,TEXAS DEPT OF FPS REG 03,66405-205,Child Placing Agency-Adoption Services,,817-792-5298,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,
Josephine Robinson,No,No,No,SMITH,Monday - Friday,josephine.robinson@dfps.state.tx.us,95689,06:00 AM-06:00 PM,4/11/1988,-,"302 E RIECK RD TYLER, TX 75703","302 E RIECK RD TYLER, TX 75703",2,14,1,11,5,3,49,32,2,6802,0,0,TEXAS DEPT OF FPS REG 04,66129-207,Child Placing Agency-Adoption Services,,903-509-5146,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,
Josephine Robinson,No,No,No,JEFFERSON,Monday - Friday,josephine.robinson@dfps.state.tx.us,95733,06:00 AM-06:00 PM,9/9/1988,-,"3105 EXECUTIVE BLVD BEAUMONT, TX 77705","3105 EXECUTIVE BLVD BEAUMONT, TX 77705",4,24,3,27,25,11,54,33,7,19356,0,0,TEXAS DEPT OF FPS REG 05,66558-210,Child Placing Agency-Adoption Services,,409-951-3250,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,
Scott Dixon,No,No,No,HARRIS,Monday - Friday,Scott.Dixon@dfps.state.tx.us,95720,06:00 AM-06:00 PM,10/18/1988,-,"5425 POLK ST HOUSTON, TX 77023","2525 MURWORTH DR HOUSTON, TX 77054",4,26,6,27,25,6,106,74,13,18322,0,0,TEXAS DEPT OF FPS REG 06,66455-211,Child Placing Agency-Adoption Services,,713-767-2727,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection
Shelia Brown,No,No,No,TRAVIS,,Shelia.Brown@dfps.state.tx.us,269604,-,10/5/2005,-,"14000 SUMMIT DR STE 100 AUSTIN, TX 78728","14000 SUMMIT DR STE 100 AUSTIN, TX 78728",0,29,0,17,17,6,89,51,14,12968,0,0,TEXAS DEPT OF FPS REG 07,847959-206,Child Placing Agency-Adoption Services,,--,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection
Sherry Gomez,No,No,No,BEXAR,Monday - Friday,sherry.gomez@dfps.state.tx.us,95732,06:00 AM-06:00 PM,8/25/1988,-,"3635 SE MILITARY DR SAN ANTONIO, TX 78223","3635 SE MILITARY DR SAN ANTONIO, TX 78223",2,17,1,13,16,4,52,29,10,4576,0,0,TEXAS DEPT OF FPS REG 08,66557-209,Child Placing Agency-Adoption Services,,210-337-3183,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection/se
Camille Gilliam,No,No,No,ECTOR,Monday - Friday,camille.gilliam@dfps.state.tx.us,151659,06:00 AM-06:00 PM,9/1/1996,-,"2525 N GRANDVIEW AVE ODESSA, TX 79761","1103 MARTIN LUTHER KING BLVD LUBBOCK, TX 79403",0,9,1,6,8,17,19,2,0,19032,0,0,TEXAS DEPT OF FPS REG 09,531418-299,Child Placing Agency-Adoption Services,,432-368-2520,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection/se
Diana Barajas,No,No,No,EL PASO,Monday - Friday,diana.barajas@dfps.state.tx.us,95729,06:00 AM-06:00 PM,8/3/1988,-,"501 HAWKINS EL PASO, TX 79915","501 HAWKINS EL PASO, TX 79915",9,9,3,14,18,3,42,21,8,9651,0,0,TEXAS DEPT OF FPS REG 10,66552-203,Child Placing Agency-Adoption Services,,915-521-3719,"Child Care,Assessment,Transitional Living,Respite Child Care",No,,Certified,
Maria Georgina Izquierdo Morales,No,No,No,HIDALGO,Monday - Friday,Georgina.Morales@dfps.state.tx.us,95713,06:00 AM-06:00 PM,8/2/1988,-,"2520 S VETERANS BLVD EDINBURG, TX 78539","2520 S VETERANS BLVD EDINBURG, TX 78539",1,6,0,9,15,9,38,21,3,11309,0,0,TEXAS DEPT OF FPS REG 11,66434-208,Child Placing Agency-Adoption Services,,956-316-8328,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Certified,www.dfps.state.tx.us/Child_Protection
Victoria Suzanne Olivarri,No,No,No,DENTON,Monday - Friday,,1171602,08:30 AM-04:30 PM,2/2/2015,-,"405 S ELM ST STE 303 DENTON, TX 76201","405 S ELM ST STE 303 DENTON, TX 76201",0,0,0,0,0,0,2,0,0,2157,0,0,Texas Family Initiative LLC,1559663-10431,Child Placing Agency,"Child Placement Stadd/Foster Care Workers: M-F 9am-6pm, on-call 24/7 flexible schedule some evenings and weekend work. (877)921-4114",940-442-5294,"Child Care,Assessment,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Initial,www.texasfamilyinitiative.org
Ronald Brown,No,-,No,WILLIAMSON,,,1135828,,-,-,"1460 E WHITESTONE BLVD STE 120 CEDAR PARK, TX 78613","1460 E WHITESTONE BLVD STE 120 CEDAR PARK, TX 78613",0,0,0,0,0,0,1,0,0,1039,-,4,Texas Foster Care and Adoption Services,1405286-7851-1,Child Placing Agency  (Branch),,512-697-9806,,No,,,www.texasfosterkids.org
Ronald Brown,No,No,No,BEXAR,Monday - Friday,,975649,09:00 AM-05:00 PM,2/20/2013,-,"5825 CALLAGHAN RD STE 108 SAN ANTONIO, TX 78228","5825 CALLAGHAN RD STE 108 SAN ANTONIO, TX 78228",2,4,1,6,4,0,25,16,3,3259,1,39,Texas Foster Care and Adoption Services,1405286-7851,Child Placing Agency-Adoption Services,,210-332-9171,"Child Care,Transitional Living,Respite Child Care",No,Emotional Disorders,Full Permit,www.texasfosterkids.org
Tammy L Johnson,No,-,No,DALLAS,,,485428,,-,-,"10935 ESTATE LN STE 253 DALLAS, TX 75238","10935 ESTATE LN STE 253 DALLAS, TX 75238",5,21,0,8,13,2,77,63,5,11056,-,43,Texas Mentor,1001786-5991-1,Child Placing Agency  (Branch),,214-343-4800,,No,,,www.tx-mentor.com
Laurie Heatherly-Prater,No,No,No,HARRIS,Monday - Friday,laurie.foster@thementornetwork.com,485568,08:00 AM-05:00 PM,6/24/2009,-,"6161 SAVOY DR STE 1020 HOUSTON, TX 77036","6161 SAVOY DR STE 1020 HOUSTON, TX 77036",0,33,3,13,19,6,56,28,4,15020,0,24,Texas MENTOR,1001926-6011,Child Placing Agency-Adoption Services,,713-432-0827,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.thementornetwork.com
Cristi Lane Stearns,No,No,No,TRAVIS,Monday - Friday,Cristi.Stearns@thementornetwork.com,480791,08:00 AM-05:00 PM,6/10/2009,-,"2101 S IH 35 STE 100 AUSTIN, TX 78741","2101 S IH 35 STE 100 AUSTIN, TX 78741",0,13,0,4,8,0,66,33,10,11945,1,35,Texas MENTOR,997846-5951,Child Placing Agency-Adoption Services,,512-804-2338,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.thementornetwork.com
Tammy L Johnson,No,No,No,TARRANT,Monday - Friday,,485309,08:00 AM-05:00 PM,7/2/2009,-,"2225 E RANDOL MILL RD STE 310 ARLINGTON, TX 76011","2225 E RANDOL MILL RD STE 310 ARLINGTON, TX 76011",3,15,0,7,3,6,62,35,3,13717,1,23,Texas Mentor,1001786-5991,Child Placing Agency-Adoption Services,Emergency Contact: Tammy Johnson 501-247-1332,817-460-1332,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.thementornetwork.com
Nikki Nicole Taylor,No,No,No,HOPKINS,,,485654,12:00 AM-,6/26/2009,-,"521 MAIN ST STE 105 SULPHUR SPRINGS, TX 75482","521 MAIN ST STE 105 SULPHUR SPRINGS, TX 75482",0,8,0,2,7,0,28,17,5,2471,0,58,Texas MENTOR,1002007-6031,Child Placing Agency-Adoption Services,,903-885-3078,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.tx-mentor.com
Kathryn Machuca,No,No,No,BEXAR,Monday - Friday,katie.machuca@thementornetwork.com,485771,08:00 AM-05:00 PM,6/29/2009,-,"4241 WOODCOCK DR STE B103 SAN ANTONIO, TX 78228","4150 FREIDRICH LN STE G AUSTIN, TX 78744",0,3,0,0,1,0,30,13,8,2432,0,29,Texas Mentor,1002107-6051,Child Placing Agency-Adoption Services,,210-736-1644,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Cristi Lane Stearns,No,-,No,BELL,,,492373,,-,-,"310 W CENTRAL TEXAS EXPY STE 2 KILLEEN, TX 76541","310 W CENTRAL TEXAS EXPY STE 2 KILLEEN, TX 76541",0,9,0,1,11,2,33,19,8,4949,-,2,Texas MENTOR,997846-5951-1,Child Placing Agency  (Branch),,254-680-7512,,No,,,www.thementornetwork.com
Karen Lund,No,No,No,TARRANT,Monday - Friday,,1166039,08:30 AM-05:00 PM,12/2/2014,-,"320 WESTWAY PL STE 530 ARLINGTON, TX 76018","320 WESTWAY PL STE 530 ARLINGTON, TX 76018",0,0,0,0,0,0,2,0,0,2633,0,0,"Texas SSCC Coalition, LLC",1555848-10211,Child Placing Agency-Adoption Services,Close at 4:00 pm Fridays.,817-516-9100,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Initial,
Sharon Grandberry,No,-,No,GREGG,,,1124081,,-,-,"2409 S EASTMAN RD LONGVIEW, TX 75602","PO BOX 15613 FORT WORTH, TX 76119",0,0,0,0,0,0,1,0,0,536,-,1,The Grandberry Intervention Foundation (TGIF),830623-1567-4,Child Placing Agency  (Branch),,903-234-1366,,No,,,
Natalie Reeves,No,-,No,DALLAS,,khendry@bair.org,157746,,-,-,"4425 W AIRPORT FWY STE 400 IRVING, TX 75062","4425 W AIRPORT FWY STE 400 IRVING, TX 75062",2,7,1,2,7,2,60,27,3,12095,-,35,The Bair Foundation - Dallas,247527-347-10,Child Placing Agency  (Branch),,972-957-0030,,No,,,
Natalie Reeves,No,-,No,SMITH,,sadolph@bair.org,154313,,-,-,"5935 OLD BULLARD RD STE 100 TYLER, TX 75703","5935 OLD BULLARD RD STE 100 TYLER, TX 75703",1,3,2,3,3,4,25,11,4,3593,-,37,The Bair Foundation - Tyler,247527-347-2,Child Placing Agency  (Branch),,903-939-2247,,No,,,Bair.org
Natalie Reeves,No,-,No,TRAVIS,,,167532,,-,-,"8840 BUSINESS PARK DR AUSTIN, TX 78759","8840 BUSINESS PARK DR AUSTIN, TX 78759",0,6,0,1,5,1,36,21,7,2532,-,22,The Bair Foundation-Austin,247527-347-9,Child Placing Agency  (Branch),,512-346-3555,,No,,,www.bair.org
Cynthia Salcedo,No,-,No,CAMERON,,,250947,,-,-,"1415 N STUART PLACE RD STE B HARLINGEN, TX 78552","1415 N STUART PLACE RD STE B HARLINGEN, TX 78552",1,6,0,5,9,1,34,17,4,2173,-,15,The Burke Foundation Child Placing Agency,252742-223-3,Child Placing Agency  (Branch),,956-230-0711,,No,,,www.theburkecenter.org
Cynthia Salcedo,No,-,No,WEBB,,,223990,,-,-,"120 W VILLAGE BLVD STE 125 LAREDO, TX 78041","120 W VILLAGE BLVD STE 125 LAREDO, TX 78041",0,5,0,5,7,0,35,13,14,1782,-,23,The Burke Foundation Child Placing Agency,252742-223-2,Child Placing Agency  (Branch),,956-723-5886,,No,,,
Cynthia Salcedo,No,-,No,NUECES,,BurkFound@sbcglobal.net,208958,,-,-,"3833 S STAPLES ST # 214 CORPUS CHRISTI, TX 78411","3833 S STAPLES ST # 214 CORPUS CHRISTI, TX 78411",0,6,0,2,2,3,26,12,3,2533,-,7,The Burke Foundation Child Placing Agency,252742-223-1,Child Placing Agency  (Branch),,361-853-6700,,No,,,
Cynthia Salcedo,No,No,No,HAYS,Monday - Sunday,missk.urbina@burkecenterforyouth.org,109933,08:00 AM-05:00 PM,8/24/1990,-,"20800 FM 150 W DRIFTWOOD, TX 78619","PO BOX 40 DRIFTWOOD, TX 78619",0,10,1,5,5,1,15,8,2,2652,4,10,The Burke Foundation Child Placing Agency,252742-223,Child Placing Agency-Adoption Services,,512-858-4258,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,theburkecenter.org
Cynthia Salcedo,No,-,No,HARRIS,,,1170220,,-,-,"16027 COUNTRY BEND RD HOUSTON, TX 77095","16027 COUNTRY BEND RD HOUSTON, TX 77095",0,0,0,0,0,0,0,0,0,0,-,1,The Burke Foundation Child Placing Agency,252742-223-9,Child Placing Agency  (Branch),,361-455-9233,,No,,,
Bruce Thompson,No,No,No,BEXAR,Monday - Friday,btthompson@chcsbc.org,543050,08:30 AM-05:30 PM,11/3/2010,-,"6812 BANDERA RD STE 213 SAN ANTONIO, TX 78238","6812 BANDERA RD STE 213 SAN ANTONIO, TX 78238",2,3,0,4,5,1,29,13,7,4058,1,19,The Center For Health Care Services,1051226-6311,Child Placing Agency,,210-261-3560,"Child Care,Transitional Living,Respite Child Care",No,Emotional Disorders,Full Permit,http://www.chcsbc.org/
Bruce Thompson,No,-,No,BEXAR,,btthompson@chcsbc.org,562241,,-,-,"3031 W IH 10 SAN ANTONIO, TX 78201","3031 W IH 10 SAN ANTONIO, TX 78201",2,1,0,4,0,2,3,0,0,1193,-,0,The Center for Health Care Services Foster Care Services,1051226-6311-1,Child Placing Agency  (Branch),,210-731-1300,,No,,,
Mary Lauren Taylor,No,No,No,LUBBOCK,Monday - Friday,info@childshome.org,94165,08:00 AM-05:00 AM,11/26/1985,-,"4404 IDALOU RD LUBBOCK, TX 79403","PO BOX 2824 LUBBOCK, TX 79408",0,12,1,0,5,0,29,16,2,2737,0,51,The Childrens Home of Lubbock,5915-1,Child Placing Agency-Adoption Services,,806-762-0481,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,
Chuck Oerter,No,No,No,WILLIAMSON,,giocosa@austin.rr.com,262633,12:00 AM-,12/1/2004,-,"201 N FM 1660 HUTTO, TX 78634","201 N FM 1660 HUTTO, TX 78634",0,0,0,0,0,0,4,0,0,782,6,3,The Giocosa Foundation,844778-356,Child Placing Agency-Adoption Services,,512-306-9241,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Chuck Oerter,No,-,No,BELL,,,1128059,,-,-,"204 N EAST ST STE A1 BELTON, TX 76513","204 N EAST ST STE A1 BELTON, TX 76513",0,6,0,2,5,0,28,16,4,3189,-,28,The Giocosa Foundation,844778-356-6,Child Placing Agency  (Branch),,254-613-4501,,No,,,
Chuck Oerter,No,-,No,CAMERON,,,1045869,,-,-,"700 PAREDES LINE RD STE 102 BROWNSVILLE, TX 78521","700 PAREDES LINE RD STE 102 BROWNSVILLE, TX 78521",0,8,2,6,5,2,21,12,0,4129,-,4,The Giocosa Foundation,844778-356-5,Child Placing Agency  (Branch),,956-621-0727,,No,,,
Chuck Oerter,No,-,No,HARRIS,,april@giocosa.com,365701,,-,-,"6720 SANDS POINT DR STE 201 HOUSTON, TX 77074","6720 SANDS POINT DR STE 201 HOUSTON, TX 77074",2,9,0,7,13,3,32,18,2,4464,-,30,The Giocosa Foundation,844778-356-3,Child Placing Agency  (Branch),,713-647-6691,,No,,,www.giocosa.com
Chuck Oerter,No,-,No,WILLIAMSON,,,359201,,-,-,"201 N FM 1660 HUTTO, TX 78634","201 N FM 1660 HUTTO, TX 78634",1,6,0,4,4,0,51,20,13,4257,-,66,The Giocosa Foundation,844778-356-2,Child Placing Agency  (Branch),,512-642-6276,,No,,,
Chuck Oerter,No,-,No,TARRANT,,,405110,,-,-,"1909 CENTRAL DR STE 305 BEDFORD, TX 76021","1909 CENTRAL DR STE 305 BEDFORD, TX 76021",1,19,0,6,15,1,62,46,3,4158,-,56,The Giocosa Foundation,844778-356-4,Child Placing Agency  (Branch),,817-545-5300,,No,,,
Chuck Oerter,No,-,No,WEBB,,,1160799,,-,-,"6999 MCPHERSON RD STE 211A LAREDO, TX 78041","6999 MCPHERSON RD STE 211A LAREDO, TX 78041",0,0,0,0,0,0,0,0,0,0,-,8,The Giocosa Foundation,844778-356-7,Child Placing Agency  (Branch),,956-568-7597,,No,,,
Vickye Schultz,No,No,No,TARRANT,Monday - Friday,background@gladney.org,94088,06:00 AM-06:00 PM,2/23/1987,-,"6300 JOHN RYAN DR FORT WORTH, TX 76132","6300 JOHN RYAN DR FORT WORTH, TX 76132",4,6,3,3,1,1,5,2,0,2647,1,20,The Gladney Center For Adoption,30-30,Child Placing Agency-Adoption Services,,817-922-6000,Child Care,No,,Full Permit,www.gladney.org
Vickye Schultz,No,-,No,HARRIS,,background@gladney.org,1121363,,-,-,"14530 WUNDERLICH DR STE 201C HOUSTON, TX 77069","14530 WUNDERLICH DR STE 201C HOUSTON, TX 77069",0,2,0,2,2,2,2,0,0,4327,-,2,The Gladney Center for Adoption - Houston,30-30-1,Child Placing Agency  (Branch),,800-452-3639,,No,,,www.gladney.org
Sharon Grandberry,No,-,No,HARRIS,,,953551,,-,-,"5330 GRIGGS RD STE A114 HOUSTON, TX 77021","5330 GRIGGS RD STE A114 HOUSTON, TX 77021",5,9,0,3,8,3,38,17,3,2646,-,22,The Grandberry Intervention Foundation (TGIF),830623-1567-3,Child Placing Agency  (Branch),,713-644-2600,,No,,,
Sharon Grandberry,No,Yes,No,TARRANT,"Mon, Tues, Wed, Thurs",sggrandberry@yahoo.com,231654,08:00 AM-07:00 PM,12/17/2004,-,"4109 MANSFIELD HWY FOREST HILL, TX 76119","P.O. Box 15613 Fort Worth, TX 76119",1,8,1,12,18,0,47,33,1,2842,3,60,The Grandberry Intervention Foundation (TGIF),830623-1567,Child Placing Agency-Adoption Services,,817-561-4149,"Child Care,Respite Child Care",No,"Emotional Disorders,Mental Retardation",Full Permit,grandberryfoundation.org
